run	lumisection	evt
304797	752	1370495921
304508	1102	1339681467
304671	233	363379947
304655	1008	1329677805
304655	943	1266919936
304144	2154	2975512502
304125	325	549014921
303998	133	150393594
304797	901	1627868233
304366	246	416429250
304354	277	372494521
304366	93	139058908
304655	33	59014028
304655	821	1141908510
303838	336	501197990
303838	1513	1884583377
304655	313	512016475
304663	186	330026937
304671	616	999418310
304447	732	1275015598
304625	396	585320169
304209	309	515793477
304616	521	851100571
304738	317	541861819
304062	890	1313924291
304062	620	949479228
304144	1178	1977035553
304144	2207	3017747809
304671	70	61010028
304654	135	186348889
303999	678	1026537108
304158	1035	1326662335
304144	315	499340605
304447	501	892526900
304204	404	639674282
304158	769	980385975
304655	76	131564901
304209	128	168854937
304333	1637	2340300003
304125	948	1338525175
304797	60	85102940
303832	1860	1846103747
304209	346	586162822
304125	1746	2047658558
304204	119	119064232
304738	812	1396090936
304062	900	1326624075
304062	316	469901338
304447	1440	2133714810
304366	1391	2130968718
304663	47	83050118
304663	190	337097213
303832	1760	1776427094
304209	281	459909122
304062	1189	1653759617
304654	279	450774567
304144	439	727159588
304562	770	1322210147
304125	804	1182016855
304616	511	830160329
304778	48	93359954
304062	1792	2215296702
304797	133	229852836
304144	307	483933372
304616	749	1249072988
304625	474	719311045
303838	1868	2165512048
304125	925	1313722308
304663	235	419552286
304663	611	1048732962
304625	218	286785600
304170	201	185713705
304797	1530	2453122871
304778	1108	1557999484
304778	242	443199641
304777	106	183084835
304738	1658	2442039865
304778	202	375889247
304158	324	303305189
304778	1049	1500472366
304777	7	11038256
304778	137	259716528
304158	392	414374659
304738	582	996079212
304738	1139	1872735498
304655	490	755912818
304169	1244	1700283953
304333	285	429390101
303838	864	1231372496
304797	1182	2044971772
304158	208	98954403
304508	984	1234896934
304170	371	333237823
304158	854	1095592940
304158	1357	1671931229
304120	36	63156290
303838	1255	1648434385
303948	1443	2013340714
303885	545	785667517
305188	691	1068283792
305188	358	596867379
305045	702	1132710344
305207	490	768420031
305064	788	1194498782
305046	584	593334730
305207	745	1169883129
305207	234	344131658
305046	182	201866942
305204	909	1352210898
305064	1906	2205197072
305186	162	253847773
305112	1369	2266719341
305188	772	1171256297
305114	157	178481275
305064	938	1365444450
305188	72	130016400
305064	987	1417326822
305188	712	1095982865
305188	715	1100802461
305341	76	133629335
305112	1104	1887679931
305064	713	1104014104
306092	384	721949532
305186	40	48048490
305063	34	43507710
305046	112	126112780
305204	455	763886741
305207	554	867839290
305112	243	352815051
305064	1480	1879507992
305310	177	255755995
305064	1198	1630178102
305248	395	709483544
305202	565	856648570
305252	208	255071646
305046	454	471538250
305064	1547	1933025528
305112	275	416022107
305237	403	772502174
305207	498	781144766
305112	1169	1988803001
305237	520	981163448
305252	234	285467125
305902	508	801650175
305252	332	397775999
305237	405	776552100
305518	1091	1717904186
305366	143	253748741
305898	418	667625110
305589	369	705183608
305590	603	772057755
305840	176	325984372
305207	611	952533589
305186	215	336666154
305313	215	378660630
305377	538	977148577
305365	747	1258130330
305313	188	331718165
305406	1268	2068674890
305248	457	826261354
305366	783	1152563461
305518	252	480313832
305351	746	1133941961
305590	44	64732565
305840	216	402604844
305377	1165	2108970701
305518	492	894218819
305237	340	655367363
305248	779	1376871377
305314	398	434865202
305440	193	323871813
305898	659	1075627891
305516	447	743745212
305898	383	605083407
305441	73	124050942
305377	351	646282935
305313	17	32162142
305440	215	363911599
305248	26	46013235
305406	1137	1904962602
305247	159	219585559
305590	835	1025903520
305179	7	10752096
305518	546	981768705
305377	831	1533775858
305902	443	698607467
305405	83	148733640
305517	99	180426445
305237	187	362381179
305518	954	1550725701
305405	414	741574012
305405	282	508672913
305377	1259	2243106501
305902	313	479138891
305516	378	617806047
305862	101	66300103
305237	280	542979431
305365	443	723616490
305636	443	751772398
305366	382	643250182
305516	265	407195617
305377	790	1448595252
305237	981	1848112558
305840	486	894631436
305045	317	549913560
305059	424	589343440
305045	374	642178641
305636	2091	3385878831
305814	102	60752939
305814	479	756209524
305814	712	1158637244
305840	854	1471355805
305840	464	853224865
305862	341	529977461
305814	539	847484473
305842	63	75799637
305814	1536	2551233115
305840	68	126200155
306138	1015	1347711809
305821	569	951083433
305840	1095	1786988984
305064	1037	1471031157
305045	413	702019612
305044	164	266376023
305862	619	1019425041
305898	713	1167780329
305840	193	359363015
305840	469	862492755
305840	997	1659367177
305766	489	862255237
305341	192	324371394
305313	403	692614552
305188	751	1146407252
305766	447	785366850
306432	38	65202215
305204	511	848579800
305183	28	47938805
305046	120	135791877
305202	698	1093497625
305204	111	185655074
297486	363	594612716
297604	385	615061740
297722	191	269262546
297178	868	1054520015
297178	2	2711479
299062	45	79213242
297429	3	3651802
297563	155	214485750
297431	156	279127519
299184	107	166638556
297219	631	1179774068
301323	545	534718059
299593	118	135274607
300466	241	324362324
300401	584	675996559
300236	22	20552179
299481	746	829344523
300123	414	457525351
300237	241	342051229
300785	945	1122839281
299369	255	342377054
300284	184	262050013
299450	82	65480017
300466	127	174586874
299593	553	706649440
300155	136	153394751
300576	910	1319616841
301142	554	470110237
301142	567	479663626
300466	591	738185702
300576	622	927963347
300576	446	672403263
301997	260	273488890
300155	843	1137404992
299649	300	432846798
300576	269	414946803
