run   lumisection evt
316240	539	739401700
316240	648	906071959
316114	974	984460049
316114	1522	1517720066
316187	1421	1947778695
316187	158	216338593
316187	231	312011866
315339	280	188116521
315801	117	119105760
316187	1029	1397669276
316199	1109	1540276582
316218	127	190246071
315339	452	301797375
315840	461	568153265
316457	540	625671536
315512	818	626311171
315713	426	556154492
316380	573	432237272
316877	266	404577225
315801	229	227516874
315800	426	528660884
315361	400	342094332
315357	159	127635052
315357	181	148846154
315357	165	133633082
316060	139	117595422
315361	270	231530239
315357	698	557573730
315366	750	391098287
315420	57	34808196
315420	177	136502627
315420	188	145438246
315420	214	165893367
315488	46	16440549
315488	49	21151573
316187	337	447310832
315420	1640	944665174
315420	1695	967289503
315488	136	117871538
315488	153	137228779
315488	211	198515177
315488	440	424650743
315488	493	471970344
316199	527	727594126
315488	758	687893230
315488	769	696138523
315644	65	81622955
316199	223	311355834
315840	326	404612214
315764	112	126176627
315489	47	28635288
315510	51	55763407
316569	1270	1738220916
316766	76	63966732
316059	355	378366865
315721	134	176027911
315489	135	81624537
315510	173	194043061
315506	97	118444802
315512	1004	735664566
316720	69	90233060
315801	231	229984023
316666	616	875995967
316758	15	21129235
316877	223	336834547
316985	171	230800813
316569	1009	1377935744
316666	308	420999487
316716	159	201271286
316569	649	862655514
315512	274	243574511
316060	344	337434798
315840	795	914699073
316720	95	123218054
315512	445	376614088
316701	335	483958706
316569	842	1146272040
315840	953	1055891893
316718	7	10050909
315512	564	462668493
316879	29	34802498
316217	85	100841332
315512	737	575582650
316715	35	9236729
316666	847	1203368655
316766	488	625992098
316766	726	967349209
316363	30	18526568
316720	28	36878540
316569	1539	2112866254
316985	392	530120421
316766	745	996783038
316766	1283	1765504895
316766	1640	2284781927
316569	1681	2307061904
316879	70	89017422
316766	383	494504247
316928	168	204663199
316993	88	75394669
315512	975	719264239
316701	367	530637037
316928	153	180877357
316766	721	958923610
315645	92	97365281
315703	341	361655441
315713	128	157437350
315690	157	103614932
315646	747	473167867
315645	552	515550552
315646	713	456114483
315646	732	465427569
315689	741	798202107
315645	378	371891541
315703	455	464679129
315703	463	471814769
316058	357	445825807
315646	419	288177584
315646	973	592324611
315646	60	44753324
315646	593	390549603
315646	672	434177003
315689	896	928882637
315645	443	427362871
315646	483	326823936
315646	1011	609186340
315689	92	93017148
315703	188	208914517
316457	761	882000172
315703	7	7935790
315703	162	181043652
316457	1382	1544663022
315705	383	265016870
315703	187	207396502
315264	145	160689074
315322	216	163059068
315322	489	347673916
315322	491	349319417
315689	93	93767884
315690	581	343536026
315690	634	373155461
315689	155	173814189
315689	578	648119365
315704	34	27514700
315705	44	33852925
315690	515	311206325
315689	471	539761007
316470	356	469422095
316472	15	16958272
316469	22	14622456
315689	541	611316065
315703	136	151923349
315690	121	80382190
316470	40	54267367
315702	100	80437764
315705	221	161339837
315704	56	44735396
315705	367	255702249
315705	103	77917125
316472	10	11594497
315703	196	217276085
316457	1410	1577532089
316457	864	999053612
316457	969	1117047778
315713	1034	1197866311
315713	423	552996773
315840	644	766302805
315713	652	822449650
315713	812	990285836
315713	1021	1186888568
316201	320	446486230
316217	96	113839632
315840	577	695766407
315721	527	663361765
316758	61	80275386
315713	511	659816257
315721	90	105739291
315721	63	60731551
316187	377	496523815
315764	172	222540538
315800	589	709581853
315721	429	555596720
315764	92	93219193
316218	364	510724887
315770	131	158393092
315840	103	102522287
316457	146	196578050
315801	312	302127205
316455	70	44734122
315790	275	196368960
315786	26	25042702
315785	197	250428020
316457	53	71306775
316380	594	449498627
316457	117	156104118
316590	114	155069913
315784	85	93560414
316569	777	1050835826
315800	320	398821634
315785	63	84266030
315785	90	119956318
315790	750	475736699
316666	748	1067577308
316569	554	726758799
316569	567	745256452
315790	329	232157954
316569	327	400478593
315790	562	371879520
315790	105	77340875
316569	1628	2229084489
315785	204	257944549
315790	402	277855372
316569	943	1288266531
316569	1386	1901947073
316569	1393	1912318981
316569	1393	1912285937
316569	1449	1988059318
315267	191	185398360
316187	527	676109901
316590	88	112891578
316590	491	666135637
316569	248	307697339
316666	596	846014299
316666	268	360464561
316590	486	658502009
316590	513	702277012
316666	32	39185084
316590	233	329628265
316666	538	761700614
316590	51	53213253
315800	350	436532952
316590	307	431818626
316666	51	63181798
316666	546	772268330
316271	74	67802469
316666	75	93385344
316613	157	85964571
316666	453	634357963
316380	201	138853022
316380	302	203315719
316380	431	310598966
316722	139	195370530
315973	404	492441244
315973	40	15562046
315973	106	105201675
315973	102	99238948
315973	322	395262818
315973	348	426969426
316058	337	420446761
315973	205	244618376
315973	216	259658569
315973	275	337269394
315973	505	605983403
315973	556	659908611
315973	603	709808649
316059	127	143754395
316110	15	21092916
316114	18	18863394
316187	218	295745959
316110	120	167102530
316199	169	229810531
316362	264	185926827
316187	90	123724720
315322	697	467304056
316153	235	324200368
316187	921	1258464856
316218	55	83363384
316199	283	399844651
316199	431	606345966
316218	629	862858085
316240	543	745984799
316469	61	64197650
316469	120	144662186
316472	106	127748300
316472	106	128334492
316470	257	337856290
316472	111	134472032
316505	864	1111785930
316470	466	605274252
316505	734	928715902
316505	1249	1635574813
316505	1259	1650655917
316505	344	411347081
316505	346	413979968
316505	796	1016405434
315270	248	210115483
316239	361	457993681
316505	1085	1425781577
316505	593	712895718
316505	602	726707975
316505	1299	1712585109
316505	1329	1756664552
316505	860	1106567382
316985	188	256370440
316717	104	123896300
316758	1302	1884639179
316758	1303	1885372422
316758	1471	2124496806
316700	91	86715157
316700	204	250928649
316700	325	415558232
316758	427	580021673
316700	147	167728483
316876	351	497221738
316876	446	622639677
316187	1941	2729152156
316718	288	427287619
316701	77	90555172
316701	93	108511647
316758	598	823365311
316758	608	839596618
316718	151	234049178
316718	155	239608401
316718	211	315554289
316717	166	221045217
316995	233	348203428
316995	274	412338565
316240	611	850695380
316758	1024	1461119660
316758	1044	1488894921
316187	1765	2456682499
316218	398	552601467
316995	581	875302841
316995	591	889143920
316995	92	113896241
316995	128	174173656
316995	406	611311552
316241	153	241167767
315270	336	280814647
315322	1307	767198436
316240	389	531402529
315322	863	557132322
316114	269	291266203
316114	135	150790513
316114	1363	1378435234
316153	198	277991632
315339	522	345665341
316239	472	589434315
315270	149	127905149
316240	271	381205030
315322	947	599976225
316114	933	938646149
316114	934	939021562
316239	117	139123056
315713	905	1080841490
315270	21	18387577
316218	48	72707926
315267	212	203392683
316219	20	31315797
316114	201	221487018
316153	745	1012038032
316239	332	421399064
316239	153	188526465
317089	787	1156949221
317087	329	400902154
317089	104	138868222
317291	494	660186255
317291	633	873122602
317320	94	134879616
317319	175	215674344
317319	74	58531649
317696	627	936116269
317382	59	24047244
317382	68	37881771
317319	149	176360544
317382	113	93254845
317649	306	465083178
317340	141	183752067
317320	1036	1529702350
317640	817	1206538840
317089	712	1026956874
317320	321	422375895
317320	1167	1732943977
317320	1187	1763791222
317340	83	108439679
317626	625	940383522
317320	570	806965610
317641	37	53266857
317626	122	158893522
317626	108	135407005
317648	72	67164140
317392	57	79267591
317392	21	22948414
317392	777	1078346601
317392	235	334798734
317392	1793	2601272282
317392	1032	1439907727
317392	1033	1442231703
317087	540	674459010
317435	803	1142356329
317527	228	273313859
317527	523	686704454
317435	550	786247646
317435	493	699893073
317435	1225	1765496510
317435	107	138435410
317527	920	1304450597
317527	617	823860944
317435	1307	1880977091
317438	31	49249189
317435	945	1360963197
317435	33	43729548
317089	268	371195884
317438	81	130744328
317435	356	493756544
317435	910	1306453096
317435	371	517506525
317435	452	639249540
317435	151	190010910
317435	1048	1516641000
317435	1245	1793863619
317435	1285	1850746420
317484	252	346721256
317484	43	51797382
317488	99	139790276
317488	252	351785596
317488	370	534332331
317527	450	579028306
317527	146	168683960
317527	1397	2000414757
317527	211	250080795
317591	151	191020907
317591	221	283071102
317591	224	287215421
317696	561	828268884
317696	579	859286289
318874	55	90134674
318874	52	85126179
317626	1555	2330788893
317626	1392	2108287961
317626	1394	2110561284
317626	1568	2350455886
317626	1409	2132884198
317661	901	1346165833
317089	406	586882793
317089	429	621500078
317626	1777	2672584932
317626	1881	2834649520
317661	474	681701931
317641	531	784489039
317641	641	948114727
317641	666	990806203
317641	527	778180405
317641	416	616102334
317648	120	136118531
317650	10	11821804
317649	535	817931769
317649	580	887462768
317650	223	322364520
317650	362	542163189
317661	1062	1576650120
317182	287	369661904
317182	333	428382462
317661	992	1481046899
317663	186	261890649
317661	68	71579507
317663	41	56351757
317661	765	1137908422
317661	1148	1703455323
317663	13	15387067
317661	656	972598343
317661	1177	1750592410
317683	114	129048034
317696	48	34763666
317696	107	129859529
317696	127	161527895
317696	444	645381044
318872	242	350550371
318874	272	438368090
318877	21	30075727
