run	lumisection	evt
319449	267	347170699
319449	280	366518431
319449	431	608498201
319449	467	667390689
319449	562	812942480
319449	601	870539594
319450	1	863449
319450	116	166311496
319450	120	172854441
319450	144	211534404
319450	501	757050289
319756	1911	3026458888
319756	1930	3054311729
319840	70	68290918
319840	288	441742592
319841	88	134594362
319841	107	164221069
319849	135	213808950
319849	152	242352191
319849	194	317656398
319849	419	698750798
319849	467	780928850
319851	3	4351824
319853	136	215508633
319853	177	282473356
319854	179	265326753
319854	192	287163441
320026	97	144864162
320026	98	146121838
320038	111	125514273
320038	480	726942617
320038	489	740628314
320038	308	440680288
319524	1107	1654364179
319524	702	1009711256
319524	991	1476551884
319524	1098	1639700998
319524	1043	1556658844
320065	263	426606083
319524	1242	1852023347
320040	124	198140577
320040	542	847411625
319991	80	71661705
320023	199	297699091
320023	240	366092074
320024	41	66724674
320024	248	417371060
320024	272	457109066
320026	20	29975595
319337	291	201344799
319337	371	247277359
319337	382	253029775
319337	388	256644838
319337	751	491979114
319337	1112	967627132
319337	1519	1462309326
319337	1530	1475331217
319337	1655	1618019470
319337	1777	1754143009
319337	1861	1846050105
319337	1937	1930750374
319337	1991	1989511340
319347	166	210918306
319349	6	7083395
319349	10	11692572
319349	68	93845883
319756	60	41008034
319756	100	108269576
319756	101	111315569
319756	102	111982554
320040	432	666600412
320065	593	932993698
320065	627	989408410
319950	167	224651691
319950	170	228992931
319991	323	460931728
319991	679	1054467994
319991	680	1055960817
319992	39	61814393
319579	2957	192681575
319625	35	37493149
319625	147	219635170
319625	189	283568926
319639	137	176992933
319639	230	337636684
319639	264	397065345
319639	320	494681937
319639	330	511689606
319639	417	653167493
319639	440	688330437
319639	441	689274458
319639	670	1024033591
319639	739	1116965259
319639	858	1266673178
319639	878	1290855336
319639	1050	1491125165
319639	1141	1639600307
319639	1194	1721808433
319639	1234	1786534786
319526	233	422770338
319528	122	180895779
319528	136	195109757
319579	102	97003204
319579	110	108700698
319503	94	145027920
319992	195	297356244
319993	50	82470652
319503	171	261519602
319503	287	433656810
319991	459	686964338
319579	466	659642719
319579	482	683968914
319579	838	1224767351
319991	423	627967837
319579	636	915316672
319579	745	1073430514
319579	747	1077263754
319579	924	1364108784
319991	257	360531080
319579	1024	1520812278
319579	782	1133206744
319991	387	568074617
319950	103	118789018
319347	524	678969315
319456	241	359473290
319579	1209	1802391510
319579	1261	1883827210
319579	1276	1907411322
319579	1401	2099184574
319579	1435	2163592271
319579	1436	2166202387
319579	1627	2510533975
319639	1482	2170085259
319579	1667	2580985479
319579	1709	2653721283
319579	1928	3023361219
319579	1964	3082569338
319579	2122	3334200521
319579	2306	3612701292
319579	2376	3713638747
319579	2560	3974602276
319579	2809	7161768
319910	6	8659835
319910	368	643062862
319910	379	663391281
319910	384	673974286
319910	484	857868743
319910	540	960305373
319910	655	1164344440
319910	658	1169682943
319913	6	7352934
319941	56	26285055
319941	186	273563313
320038	611	954421975
320038	219	301307361
319524	774	1130675941
319524	403	555985176
320060	6	8110981
319524	143	160586410
319524	199	241324658
319524	384	525171898
319524	1061	1583460892
320038	60	40290348
322348	130	194316760
322348	142	216742167
324293	1477	2723069531
324970	745	1364454007
324293	1550	2858769923
324293	2212	3840217120
320757	289	400443174
320804	306	441737331
321167	642	1005557509
320804	464	692705196
320804	472	704520322
323702	29	46369223
323702	42	68716296
324318	187	383640192
321140	312	470326495
321140	336	503628779
321140	362	540472281
323524	202	382304545
323727	650	1178937298
323727	97	177516091
321461	136	184700519
321461	143	192331718
324201	1256	2363525049
321457	1534	2399433577
321457	1628	2527550280
324207	2	1643981
324202	68	57679668
324202	206	167554290
321475	79	70603565
324245	218	388516705
324245	228	409632757
324245	336	629538552
324245	341	640505624
324245	163	278537720
324237	209	344240871
321475	344	528980758
321475	839	1345510040
321732	1252	2241480405
321760	512	878547703
321774	87	152397681
321755	440	661999255
321887	191	255398433
321887	703	1167235927
321887	706	1171063813
321933	264	419563724
321933	267	426340545
321879	157	239613006
321908	336	529729076
321908	416	675334906
321961	191	348263257
321887	108	110535266
321887	472	762490093
324293	404	728356587
324245	896	1684190897
324245	1321	2446755369
324245	942	1772043019
324245	988	1857767523
324293	385	689227620
324293	66	71097295
324293	264	442722411
324878	278	460878687
324897	66	73414639
324878	306	517075386
325001	178	319064843
324878	351	608674980
324878	556	1009118191
324878	822	1494339476
322355	90	96856539
321820	202	295519825
322407	231	356083075
322407	239	372773942
321818	169	292183733
321818	244	413794488
321818	358	604454935
321818	521	908118038
321818	612	1073501828
321831	28	23544818
322407	145	197714784
322407	147	200524464
321831	266	451899694
321832	122	199954532
324077	704	1276658002
321831	307	527325226
322430	197	291216428
322430	545	950950085
324791	16	29189259
324841	56	104397349
324785	518	881190493
323983	171	343482029
325170	304	563458469
324791	721	1319190658
324785	388	619037370
324021	175	255132351
324841	77	146500458
324841	479	890795978
324021	375	637102693
324021	395	673147994
324021	439	757183805
324022	68	120531255
324791	72	131605475
324021	523	932352688
324022	444	795057489
324021	612	1108756083
324021	764	1392329822
324791	321	593920483
325117	171	315532255
325117	250	452159505
324970	1422	2641469282
324970	1398	2598468433
324970	1593	2951673613
324970	1654	3054023890
324970	1801	3280554598
324970	1871	3384023248
323470	265	486071411
323474	324	591382382
323471	130	261903015
320804	137	165371872
320804	140	168867199
324980	81	84279593
320757	270	368810332
320804	143	174045938
320804	167	214513214
324980	60	45750198
321730	83	148569574
321732	471	870874788
321732	677	1216530046
321732	699	1252598357
321732	715	1284127876
322179	1590	2731363881
322252	1353	2338080379
322252	802	1409887426
322252	1038	1811219810
322179	1519	2606834009
322252	605	1065054782
322252	226	351334718
322252	249	397202219
322252	1028	1792901854
322252	1554	2702819072
322252	1402	2410875514
321138	680	971504422
322348	881	1590332865
322348	777	1410781033
322348	899	1621812386
322348	1412	2514371000
322068	140	185158596
321917	301	549324336
322079	106	149584870
322079	135	206615275
322079	257	441643356
322179	180	260665487
322179	188	274695626
322179	786	1369814765
322179	399	672152797
322179	238	362546464
322179	949	1635592489
322204	66	124271623
322204	30	55414491
322431	535	914868100
322431	842	1487627473
322431	910	1602441034
322492	819	1426581041
322492	493	853265772
322492	652	1120248730
322492	1079	1903708928
322492	1085	1913819200
322492	22	35165736
322492	232	396264198
322492	929	1637995853
322492	574	991686662
321834	32	44552128
321880	55	102346688
321007	391	628069886
321007	396	636255447
321007	334	543740705
321007	697	1128119145
321007	712	1152700087
321067	274	379844354
321775	4	7305244
321775	12	22216393
321755	312	474084916
321051	306	413160341
321760	96	161537879
321760	106	177284254
321051	330	448223640
321051	356	490029430
321755	335	508657078
321051	571	830086023
321068	278	412756123
321732	1279	2289786363
321051	922	1359186317
321055	211	313723878
321055	238	351360366
321055	239	352016125
321055	241	355446047
321055	325	470392805
321055	577	854754127
320887	52	26221948
320887	85	71541467
324420	173	363144817
323857	19	33762077
321909	57	99133030
324420	195	410473117
322480	154	181372518
322480	106	93296418
324420	495	1018174368
323790	652	1169578363
324420	363	756119997
323857	150	278579401
323857	113	209295014
323790	816	1465551758
323790	725	1306145108
323790	788	1417380799
323857	38	68070964
323841	439	764181281
323841	334	556944247
322348	852	1541111717
321393	108	166307974
321305	1856	2893684428
322356	341	651830753
322348	1309	2316698027
322348	1321	2339783830
321393	3	3834088
321393	14	23017008
322348	792	1435989425
325000	53	99832252
325000	125	233535343
325000	128	238900642
325001	24	42609142
321988	175	258142712
321975	206	359770606
321975	229	402010551
321988	923	1633679804
321973	482	840510986
321973	488	851819412
321988	731	1298446840
321973	774	1364160532
321973	816	1437215002
321973	586	1032332483
321988	812	1443391237
321973	613	1081365949
321973	661	1164408601
321988	633	1123606743
321988	640	1136707141
321973	1152	2006464959
321975	321	569784100
321973	930	1625347479
321973	951	1658069741
321988	647	1148381092
321988	660	1171919690
321975	428	750906808
321975	387	683832423
321975	693	1160549090
321988	601	1065524030
321988	671	1191091902
321988	873	1548928308
322022	536	923952497
322022	588	1019903955
322022	1697	2953682467
321457	1311	2064774806
321475	1568	2437422291
323702	635	1103778849
